"","State","County","Poverty_All_Ages_2023","Poverty_Pct_All_Ages_2023","Poverty_0to17_2023","Rural_Urban_Code_2023"
"1","AL","Autauga County",7004,11.7,2363,2
"2","AL","Baldwin County",24942,10,7334,3
"3","AL","Barbour County",5585,25.5,1738,6
"4","AL","Bibb County",3870,19.4,910,1
"5","AL","Blount County",7590,12.8,2250,1
"6","AL","Bullock County",2779,33.6,791,8
"7","AL","Butler County",4263,23.6,1517,6
"8","AL","Calhoun County",22174,20.1,6923,3
"9","AL","Chambers County",5661,17.1,1814,6
"10","AL","Cherokee County",3949,15.6,966,8
"11","AL","Chilton County",7026,15.3,2355,1
"12","AL","Choctaw County",3017,24.8,854,9
"13","AL","Clarke County",4174,19,1386,9
"14","AL","Clay County",2337,16.9,726,9
"15","AL","Cleburne County",2432,15.8,769,8
"16","AL","Coffee County",9055,16.5,2769,4
"17","AL","Colbert County",8912,15.4,2507,3
"18","AL","Conecuh County",2920,26.5,961,9
"19","AL","Coosa County",1809,18.2,459,8
"20","AL","Covington County",6204,16.7,1863,6
"21","AL","Crenshaw County",2520,19.5,809,8
"22","AL","Cullman County",14081,15.5,4308,4
"23","AL","Dale County",8124,16.6,2525,4
"24","AL","Dallas County",11197,31.4,3819,4
"25","AL","DeKalb County",15494,21.6,4885,6
"26","AL","Elmore County",10562,12.5,3251,2
"27","AL","Escambia County",7331,21.3,2365,6
"28","AL","Etowah County",19921,19.6,5668,3
"29","AL","Fayette County",2542,16.2,743,8
"30","AL","Franklin County",7035,22.5,2703,6
"31","AL","Geneva County",5109,19.2,1575,3
"32","AL","Greene County",2255,31,735,2
"33","AL","Hale County",3383,23,1159,2
"34","AL","Henry County",2904,16.4,820,3
"35","AL","Houston County",17707,16.5,5982,3
"36","AL","Jackson County",8437,16,2099,6
"37","AL","Jefferson County",103120,16,31910,1
"38","AL","Lamar County",2217,16.4,685,8
"39","AL","Lauderdale County",12563,13.6,3063,3
"40","AL","Lawrence County",4710,14.2,1384,3
"41","AL","Lee County",31839,17.9,5610,3
"42","AL","Limestone County",9604,8.6,2795,2
"43","AL","Lowndes County",2799,29.4,894,2
"44","AL","Macon County",4712,28.8,1201,3
"45","AL","Madison County",41983,10.5,11793,2
"46","AL","Marengo County",4335,23.5,1369,6
"47","AL","Marion County",5415,19,1464,9
"48","AL","Marshall County",16432,16.5,5516,4
"49","AL","Mobile County",65684,16.3,23306,2
"50","AL","Monroe County",3627,19.1,1113,8
"51","AL","Montgomery County",39395,18.3,13820,2
"52","AL","Morgan County",14759,12,4799,3
"53","AL","Perry County",2501,33.8,823,8
"54","AL","Pickens County",3587,21.5,1049,2
"55","AL","Pike County",7364,23.8,2073,6
"56","AL","Randolph County",3508,15.9,1179,8
"57","AL","Russell County",10957,18.9,3785,2
"58","AL","St. Clair County",10089,10.8,2964,1
"59","AL","Shelby County",19207,8.4,4825,1
"60","AL","Sumter County",3607,33.5,1025,8
"61","AL","Talladega County",13329,17,3701,4
"62","AL","Tallapoosa County",6041,15.1,1797,6
"63","AL","Tuscaloosa County",41429,19.2,11299,2
"64","AL","Walker County",11099,17.5,3366,1
"65","AL","Washington County",2778,18.7,832,8
"66","AL","Wilcox County",3194,32.7,1049,9
"67","AL","Winston County",3855,16.6,1130,8
"68","AK","Aleutians East Borough",624,18,35,9
"69","AK","Aleutians West Census Area",492,10,20,9
"70","AK","Anchorage Borough",24807,8.9,6493,2
"71","AK","Bethel Census Area",5242,29.3,2295,7
"72","AK","Bristol Bay Borough",98,11.7,32,9
"73","AK","Chugach Census Area",570,8.7,116,9
"74","AK","Copper River Census Area",380,14.2,136,9
"75","AK","Denali Borough",123,7.8,33,9
"76","AK","Dillingham Census Area",1073,23.4,441,9
"77","AK","Fairbanks North Star Borough",7015,7.6,1751,3
"78","AK","Haines Borough",207,10,46,9
"79","AK","Hoonah-Angoon Census Area",390,17.2,101,9
"80","AK","Juneau Borough",2815,9.1,592,5
"81","AK","Kenai Peninsula Borough",6885,11.5,1612,7
"82","AK","Ketchikan Gateway Borough",1269,9.3,310,7
"83","AK","Kodiak Island Borough",1035,8.5,253,7
"84","AK","Kusilvak Census Area",2455,30.8,1219,9
"85","AK","Lake and Peninsula Borough",271,20.4,99,9
"86","AK","Matanuska-Susitna Borough",10906,9.7,3018,2
"87","AK","Nome Census Area",1981,20.7,743,9
"88","AK","North Slope Borough",1261,12,373,9
"89","AK","Northwest Arctic Borough",1390,19.1,638,9
"90","AK","Petersburg Borough",276,8.4,75,9
"91","AK","Prince of Wales-Hyder Census Area",892,15.7,276,9
"92","AK","Sitka Borough",755,9.3,161,7
"93","AK","Skagway Municipality",64,5.9,15,9
"94","AK","Southeast Fairbanks Census Area",857,12.2,252,9
"95","AK","Wrangell City and Borough",239,11.7,56,9
"96","AK","Yakutat Borough",105,15.3,34,9
"97","AK","Yukon-Koyukuk Census Area",1117,21.9,343,8
"98","AZ","Apache County",18929,29.6,5883,8
"99","AZ","Cochise County",19759,16.3,4890,3
"100","AZ","Coconino County",23888,17.8,5668,3
"101","AZ","Gila County",9431,17.7,2753,4
"102","AZ","Graham County",6397,17.3,2086,7
"103","AZ","Greenlee County",900,9.7,235,9
"104","AZ","La Paz County",3097,18.7,733,6
"105","AZ","Maricopa County",498844,11.1,138167,1
"106","AZ","Mohave County",36816,16.8,7945,3
"107","AZ","Navajo County",26533,24.7,7726,4
"108","AZ","Pima County",144676,14,35945,1
"109","AZ","Pinal County",54702,11.8,12606,1
"110","AZ","Santa Cruz County",9831,20.1,3517,6
"111","AZ","Yavapai County",31465,12.8,6316,3
"112","AZ","Yuma County",32657,15.9,11816,3
"113","AR","Arkansas County",2697,16.8,857,6
"114","AR","Ashley County",3338,18.4,1030,7
"115","AR","Baxter County",6746,16,1522,7
"116","AR","Benton County",23885,7.8,6929,2
"117","AR","Boone County",5660,14.9,1604,7
"118","AR","Bradley County",2314,23.2,698,7
"119","AR","Calhoun County",639,14.3,149,9
"120","AR","Carroll County",4232,14.8,1180,6
"121","AR","Chicot County",2621,29.7,744,9
"122","AR","Clark County",3512,18.9,864,7
"123","AR","Clay County",2454,17.5,667,9
"124","AR","Cleburne County",3387,13.5,964,6
"125","AR","Cleveland County",1147,15.7,325,8
"126","AR","Columbia County",4704,23.3,1294,7
"127","AR","Conway County",3566,17.1,1070,6
"128","AR","Craighead County",17811,16.1,6519,3
"129","AR","Crawford County",8147,13.3,2666,3
"130","AR","Crittenden County",9578,20.6,3674,1
"131","AR","Cross County",3091,19.1,970,6
"132","AR","Dallas County",1162,19.6,316,8
"133","AR","Desha County",2598,25,904,9
"134","AR","Drew County",3365,20.6,995,7
"135","AR","Faulkner County",16042,12.9,4433,2
"136","AR","Franklin County",3260,19,912,8
"137","AR","Fulton County",2136,17.5,642,9
"138","AR","Garland County",18604,18.9,5631,3
"139","AR","Grant County",2018,11.1,544,2
"140","AR","Greene County",7390,16.2,2065,4
"141","AR","Hempstead County",3171,16.6,1249,6
"142","AR","Hot Spring County",5155,16.9,1346,6
"143","AR","Howard County",2190,17.8,714,8
"144","AR","Independence County",5006,13.5,1633,7
"145","AR","Izard County",2637,20.3,598,9
"146","AR","Jackson County",3513,24.6,1045,6
"147","AR","Jefferson County",14081,24.3,4291,4
"148","AR","Johnson County",4377,17.1,1213,7
"149","AR","Lafayette County",1372,22.8,341,8
"150","AR","Lawrence County",2882,18.3,868,6
"151","AR","Lee County",2507,38.7,651,8
"152","AR","Lincoln County",2327,26.2,488,9
"153","AR","Little River County",2060,17.7,640,3
"154","AR","Logan County",3504,16.6,1023,8
"155","AR","Lonoke County",7223,9.6,2166,2
"156","AR","Madison County",2601,14.8,852,2
"157","AR","Marion County",3009,17.4,837,9
"158","AR","Miller County",8806,21.5,2659,3
"159","AR","Mississippi County",9378,24.9,3059,4
"160","AR","Monroe County",1686,26.3,575,9
"161","AR","Montgomery County",1600,18.8,453,8
"162","AR","Nevada County",1844,23.2,544,9
"163","AR","Newton County",1313,18.8,349,9
"164","AR","Ouachita County",4018,18.8,1206,7
"165","AR","Perry County",1421,14.1,446,2
"166","AR","Phillips County",5057,34.2,1699,7
"167","AR","Pike County",1814,18.2,605,9
"168","AR","Poinsett County",4214,19.1,1451,3
"169","AR","Polk County",3619,18.8,1109,7
"170","AR","Pope County",8387,13.5,2355,5
"171","AR","Prairie County",1216,15.4,370,8
"172","AR","Pulaski County",61392,15.7,21580,2
"173","AR","Randolph County",3433,18.5,1078,7
"174","AR","St. Francis County",6414,34.3,2078,6
"175","AR","Saline County",11900,9.3,3572,2
"176","AR","Scott County",1882,19.5,578,8
"177","AR","Searcy County",1560,20.2,440,9
"178","AR","Sebastian County",16217,12.8,5303,3
"179","AR","Sevier County",2888,18.7,1054,6
"180","AR","Sharp County",3495,19.7,905,9
"181","AR","Stone County",2220,17.7,644,9
"182","AR","Union County",6969,19,2130,7
"183","AR","Van Buren County",2638,16.5,719,8
"184","AR","Washington County",34017,13.5,8033,2
"185","AR","White County",11899,15.7,3498,4
"186","AR","Woodruff County",1424,24.4,448,9
"187","AR","Yell County",3261,16.5,1081,9
"188","CA","Alameda County",151872,9.5,28117,1
"189","CA","Alpine County",177,15.6,49,8
"190","CA","Amador County",4400,11.7,886,6
"191","CA","Butte County",40532,19.9,8618,3
"192","CA","Calaveras County",5639,12.2,1228,6
"193","CA","Colusa County",2677,12.3,833,6
"194","CA","Contra Costa County",95369,8.3,25049,1
"195","CA","Del Norte County",3408,13.8,1138,7
"196","CA","El Dorado County",13438,7,2864,1
"197","CA","Fresno County",177171,17.7,64163,1
"198","CA","Glenn County",3769,13.5,1116,6
"199","CA","Humboldt County",21856,16.7,4502,5
"200","CA","Imperial County",29810,17.3,10997,3
"201","CA","Inyo County",2169,11.8,515,6
"202","CA","Kern County",169857,19,63566,2
"203","CA","Kings County",23950,17.5,8148,3
"204","CA","Lake County",11790,17.6,3148,4
"205","CA","Lassen County",3992,17.1,914,7
"206","CA","Los Angeles County",1299957,13.7,337451,1
"207","CA","Madera County",28046,18,10423,1
"208","CA","Marin County",21535,8.7,3840,1
"209","CA","Mariposa County",2899,17.3,654,8
"210","CA","Mendocino County",12295,13.9,3420,4
"211","CA","Merced County",53192,18.6,18537,2
"212","CA","Modoc County",1690,20.1,440,8
"213","CA","Mono County",1013,7.8,240,7
"214","CA","Monterey County",58136,14,21963,2
"215","CA","Napa County",11581,8.9,2325,3
"216","CA","Nevada County",10990,10.9,2154,4
"217","CA","Orange County",284696,9.2,69728,1
"218","CA","Placer County",27088,6.5,5464,1
"219","CA","Plumas County",2418,12.7,575,9
"220","CA","Riverside County",278442,11.3,82278,1
"221","CA","Sacramento County",185867,11.9,48449,1
"222","CA","San Benito County",6204,9.1,1816,1
"223","CA","San Bernardino County",284772,13.2,94927,1
"224","CA","San Diego County",319714,10.1,77080,1
"225","CA","San Francisco County",95298,11.9,11654,1
"226","CA","San Joaquin County",99266,12.6,33153,2
"227","CA","San Luis Obispo County",34227,12.8,5643,2
"228","CA","San Mateo County",52747,7.3,9726,1
"229","CA","Santa Barbara County",62891,14.9,16281,2
"230","CA","Santa Clara County",139084,7.6,27203,1
"231","CA","Santa Cruz County",31840,12.6,6466,2
"232","CA","Shasta County",23527,13.2,6049,3
"233","CA","Sierra County",397,12.6,77,8
"234","CA","Siskiyou County",7273,17.1,1796,7
"235","CA","Solano County",45402,10.3,11313,2
"236","CA","Sonoma County",43143,9.1,8454,2
"237","CA","Stanislaus County",68761,12.6,22898,2
"238","CA","Sutter County",14849,15.3,4589,3
"239","CA","Tehama County",9633,15,3166,4
"240","CA","Trinity County",3223,20.8,787,8
"241","CA","Tulare County",83050,17.5,32284,2
"242","CA","Tuolumne County",5390,10.5,1245,4
"243","CA","Ventura County",80427,9.8,22395,2
"244","CA","Yolo County",31960,15.3,4936,1
"245","CA","Yuba County",12935,15.4,4572,3
"246","CO","Adams County",51247,9.7,16342,1
"247","CO","Alamosa County",3416,21.7,1022,7
"248","CO","Arapahoe County",65646,10.1,18933,1
"249","CO","Archuleta County",1577,11.2,416,7
"250","CO","Baca County",665,20.2,218,9
"251","CO","Bent County",1220,28.6,244,9
"252","CO","Boulder County",34478,11,4271,2
"253","CO","Broomfield County",3912,5.1,768,1
"254","CO","Chaffee County",1829,9.4,340,6
"255","CO","Cheyenne County",226,13.3,82,9
"256","CO","Clear Creek County",704,7.7,135,1
"257","CO","Conejos County",1347,18.1,427,9
"258","CO","Costilla County",814,22.6,246,9
"259","CO","Crowley County",1129,37.5,194,8
"260","CO","Custer County",652,11.8,185,8
"261","CO","Delta County",4071,12.9,1051,6
"262","CO","Denver County",73632,10.5,17526,1
"263","CO","Dolores County",338,13.5,66,9
"264","CO","Douglas County",14173,3.7,2694,1
"265","CO","Eagle County",3582,6.6,775,5
"266","CO","Elbert County",1671,5.8,420,1
"267","CO","El Paso County",53047,7.3,14770,2
"268","CO","Fremont County",7657,18.4,1552,4
"269","CO","Garfield County",5606,9.1,1559,5
"270","CO","Gilpin County",425,7.2,73,1
"271","CO","Grand County",1311,8.2,222,9
"272","CO","Gunnison County",1741,10.7,242,7
"273","CO","Hinsdale County",40,5.3,17,9
"274","CO","Huerfano County",1270,18.3,319,8
"275","CO","Jackson County",174,13.3,37,9
"276","CO","Jefferson County",42071,7.4,7633,1
"277","CO","Kiowa County",184,13.6,59,9
"278","CO","Kit Carson County",849,12.3,288,9
"279","CO","Lake County",830,11.4,239,9
"280","CO","La Plata County",6305,11.5,1229,6
"281","CO","Larimer County",36698,10.2,5078,2
"282","CO","Las Animas County",2370,17.1,594,7
"283","CO","Lincoln County",680,14.8,186,8
"284","CO","Logan County",2530,14,576,6
"285","CO","Mesa County",18546,11.9,4195,3
"286","CO","Mineral County",91,9.7,21,9
"287","CO","Moffat County",1419,10.8,446,7
"288","CO","Montezuma County",3664,14,1163,6
"289","CO","Montrose County",4693,10.7,1241,5
"290","CO","Morgan County",3639,12.5,1136,6
"291","CO","Otero County",3581,20.1,1108,6
"292","CO","Ouray County",383,7.4,63,9
"293","CO","Park County",1457,8.1,282,1
"294","CO","Phillips County",532,12.1,179,9
"295","CO","Pitkin County",1056,6.4,126,7
"296","CO","Prowers County",2286,20.1,736,7
"297","CO","Pueblo County",22336,13.5,6167,3
"298","CO","Rio Blanco County",688,10.8,171,9
"299","CO","Rio Grande County",1965,17.8,548,9
"300","CO","Routt County",1376,5.6,250,7
"301","CO","Saguache County",1370,20.6,381,9
"302","CO","San Juan County",98,12.3,18,9
"303","CO","San Miguel County",618,7.9,101,9
"304","CO","Sedgwick County",333,14.7,100,9
"305","CO","Summit County",2209,7.3,338,5
"306","CO","Teller County",2044,8.3,465,2
"307","CO","Washington County",665,14.2,198,9
"308","CO","Weld County",32284,9.1,8850,2
"309","CO","Yuma County",1225,12.7,446,9
"310","CT","Capitol Planning Region",92788,9.8,22830,1
"311","CT","Greater Bridgeport Planning Region",36025,11.3,9758,2
"312","CT","Lower Connecticut River Valley Planning Region",12171,7.1,2165,1
"313","CT","Naugatuck Valley Planning Region",51210,11.4,15490,2
"314","CT","Northeastern Connecticut Planning Region",7277,7.6,1803,4
"315","CT","Northwest Hills Planning Region",9386,8.4,1909,4
"316","CT","South Central Connecticut Planning Region",68099,12.5,17953,2
"317","CT","Southeastern Connecticut Planning Region",33460,12.4,8625,2
"318","CT","Western Connecticut Planning Region",49135,8,12086,2
"319","DE","Kent County",21471,11.7,6854,3
"320","DE","New Castle County",61487,10.9,17520,1
"321","DE","Sussex County",26244,10.1,7786,4
"322","DC","District of Columbia",98811,15.2,25956,1
"323","DC","District of Columbia",98811,15.2,25956,1
"324","DC","District of Columbia",98811,15.2,25956,1
"325","DC","District of Columbia",98811,15.2,25956,1
"326","DC","District of Columbia",98811,15.2,25956,1
"327","DC","District of Columbia",98811,15.2,25956,1
"328","DC","District of Columbia",98811,15.2,25956,1
"329","DC","District of Columbia",98811,15.2,25956,1
"330","FL","Alachua County",49524,18.5,8747,2
"331","FL","Baker County",3328,12.5,1337,1
"332","FL","Bay County",22023,11.8,6157,3
"333","FL","Bradford County",3871,15.4,1273,6
"334","FL","Brevard County",65640,10.3,16998,2
"335","FL","Broward County",247799,12.7,63080,1
"336","FL","Calhoun County",2713,22.9,711,8
"337","FL","Charlotte County",18491,9.1,3197,3
"338","FL","Citrus County",25675,15.7,5092,3
"339","FL","Clay County",18198,7.9,5453,1
"340","FL","Collier County",41998,10.5,10001,2
"341","FL","Columbia County",11715,17,3428,4
"342","FL","DeSoto County",6254,18.8,1657,6
"343","FL","Dixie County",3748,23.7,1021,8
"344","FL","Duval County",146043,14.5,41811,1
"345","FL","Escambia County",43284,14,14058,2
"346","FL","Flagler County",11598,8.9,3006,2
"347","FL","Franklin County",1890,16.6,505,8
"348","FL","Gadsden County",9149,21.5,2867,2
"349","FL","Gilchrist County",2503,13.5,788,2
"350","FL","Glades County",1879,16.9,378,8
"351","FL","Gulf County",2065,14.9,555,8
"352","FL","Hamilton County",2603,21.9,883,8
"353","FL","Hardee County",4902,20.5,1491,6
"354","FL","Hendry County",9445,22.1,2754,4
"355","FL","Hernando County",25371,12.1,6085,1
"356","FL","Highlands County",19796,18.6,4801,3
"357","FL","Hillsborough County",198734,13.2,47513,1
"358","FL","Holmes County",3324,18.2,1093,8
"359","FL","Indian River County",19049,11.3,4266,3
"360","FL","Jackson County",8618,20.6,2426,6
"361","FL","Jefferson County",3333,23.5,1125,2
"362","FL","Lafayette County",1344,18.9,402,9
"363","FL","Lake County",44765,10.7,10227,1
"364","FL","Lee County",99505,12.1,24123,2
"365","FL","Leon County",49251,17.6,10078,2
"366","FL","Levy County",8441,18.3,2191,2
"367","FL","Liberty County",1292,20.8,343,8
"368","FL","Madison County",3371,19.8,930,8
"369","FL","Manatee County",45410,10.4,9768,2
"370","FL","Marion County",60125,15,18507,2
"371","FL","Martin County",20806,13.1,4338,2
"372","FL","Miami-Dade County",372520,14.1,89687,1
"373","FL","Monroe County",7992,10,1753,4
"374","FL","Nassau County",9524,9.5,2518,1
"375","FL","Okaloosa County",21517,10.1,6545,2
"376","FL","Okeechobee County",6649,17,2106,4
"377","FL","Orange County",177726,12.4,46398,1
"378","FL","Osceola County",47450,10.9,14481,1
"379","FL","Palm Beach County",163357,10.8,41011,1
"380","FL","Pasco County",65506,10.5,15527,1
"381","FL","Pinellas County",106728,11.3,21886,1
"382","FL","Polk County",103623,13,31906,2
"383","FL","Putnam County",15749,21.1,4383,4
"384","FL","St. Johns County",19245,6.1,3952,1
"385","FL","St. Lucie County",38539,10.4,8795,2
"386","FL","Santa Rosa County",15981,8.1,3763,2
"387","FL","Sarasota County",43818,9.5,8569,2
"388","FL","Seminole County",44094,9.2,10299,1
"389","FL","Sumter County",13827,9.7,2686,3
"390","FL","Suwannee County",7501,17.3,2304,6
"391","FL","Taylor County",3934,19.7,1129,6
"392","FL","Union County",2251,19.4,691,8
"393","FL","Volusia County",68507,11.9,19366,2
"394","FL","Wakulla County",3501,10.4,1059,2
"395","FL","Walton County",9126,10.9,2437,2
"396","FL","Washington County",3946,16.8,1252,3
"397","GA","Appling County",3811,21.1,1483,7
"398","GA","Atkinson County",1850,22.4,701,9
"399","GA","Bacon County",2446,22.9,855,9
"400","GA","Baker County",717,26.2,192,8
"401","GA","Baldwin County",8231,21.4,2297,4
"402","GA","Banks County",2400,12.2,693,8
"403","GA","Barrow County",10351,11.2,3526,1
"404","GA","Bartow County",11004,9.7,3472,1
"405","GA","Ben Hill County",4096,24.4,1454,7
"406","GA","Berrien County",3458,18.8,1184,8
"407","GA","Bibb County",33515,22.1,12012,3
"408","GA","Bleckley County",2111,18.2,674,6
"409","GA","Brantley County",3246,17.8,1069,3
"410","GA","Brooks County",3642,22.8,1171,3
"411","GA","Bryan County",4055,8.2,1320,2
"412","GA","Bulloch County",18529,23.7,3770,4
"413","GA","Burke County",5114,21.2,1815,2
"414","GA","Butts County",3700,15.5,1102,1
"415","GA","Calhoun County",1338,35.5,325,8
"416","GA","Camden County",6459,11.6,1951,4
"417","GA","Candler County",2311,21.5,900,9
"418","GA","Carroll County",17710,14.3,5310,1
"419","GA","Catoosa County",7314,10.7,2167,2
"420","GA","Charlton County",2727,26.2,656,8
"421","GA","Chatham County",44111,15.2,13244,2
"422","GA","Chattahoochee County",1067,16.3,324,2
"423","GA","Chattooga County",4958,20.7,1581,6
"424","GA","Cherokee County",18708,6.6,4627,1
"425","GA","Clarke County",28637,24.1,5261,3
"426","GA","Clay County",736,26.4,217,9
"427","GA","Clayton County",50474,17.3,20567,1
"428","GA","Clinch County",1552,23.3,478,8
"429","GA","Cobb County",67115,8.8,20620,1
"430","GA","Coffee County",9093,22.5,3196,7
"431","GA","Colquitt County",10601,23.4,4110,6
"432","GA","Columbia County",11211,6.8,3264,2
"433","GA","Cook County",3469,19.9,1280,6
"434","GA","Coweta County",15250,9.9,4313,1
"435","GA","Crawford County",1925,15.8,599,3
"436","GA","Crisp County",4981,26,1778,6
"437","GA","Dade County",2209,14.1,508,2
"438","GA","Dawson County",2534,8,730,1
"439","GA","Decatur County",6274,22.3,2108,6
"440","GA","DeKalb County",100015,13.3,30598,1
"441","GA","Dodge County",4221,23.5,1053,7
"442","GA","Dooly County",2068,22.5,522,8
"443","GA","Dougherty County",21140,26.4,7273,3
"444","GA","Douglas County",17596,11.9,6612,1
"445","GA","Early County",2642,25.5,976,8
"446","GA","Echols County",796,21.6,300,3
"447","GA","Effingham County",6032,8.5,1927,2
"448","GA","Elbert County",3558,18,1165,6
"449","GA","Emanuel County",5657,26.1,1914,7
"450","GA","Evans County",2399,23.7,894,8
"451","GA","Fannin County",3594,13.9,917,8
"452","GA","Fayette County",7065,5.8,2189,1
"453","GA","Floyd County",16361,17,5853,3
"454","GA","Forsyth County",13783,5.1,3586,1
"455","GA","Franklin County",4050,16.9,1280,8
"456","GA","Fulton County",136621,13,37304,1
"457","GA","Gilmer County",4439,13.6,1235,6
"458","GA","Glascock County",453,15.7,127,9
"459","GA","Glynn County",13245,15.7,3820,3
"460","GA","Gordon County",7593,12.9,2208,4
"461","GA","Grady County",5110,19.7,1771,6
"462","GA","Greene County",2899,14.1,894,8
"463","GA","Gwinnett County",111168,11.4,38137,1
"464","GA","Habersham County",6221,13.5,1762,6
"465","GA","Hall County",23740,11,7091,3
"466","GA","Hancock County",2226,30.3,546,9
"467","GA","Haralson County",5185,16.3,1769,1
"468","GA","Harris County",3091,8.6,819,2
"469","GA","Hart County",3984,14.9,1150,6
"470","GA","Heard County",1964,16.5,652,1
"471","GA","Henry County",26087,10.3,10022,1
"472","GA","Houston County",21823,12.8,7648,3
"473","GA","Irwin County",1719,19.4,623,9
"474","GA","Jackson County",7295,8.3,2095,4
"475","GA","Jasper County",2426,14.8,815,1
"476","GA","Jeff Davis County",2920,19.7,1018,9
"477","GA","Jefferson County",3296,22.5,1118,8
"478","GA","Jenkins County",2161,28.9,608,9
"479","GA","Johnson County",1945,26.2,501,9
"480","GA","Jones County",3631,12.7,1147,3
"481","GA","Lamar County",2783,14.2,855,6
"482","GA","Lanier County",1758,17.5,649,3
"483","GA","Laurens County",9418,19.2,3565,4
"484","GA","Lee County",2975,9,1159,3
"485","GA","Liberty County",10488,16.2,4070,3
"486","GA","Lincoln County",1185,15.1,350,2
"487","GA","Long County",2913,15.1,1130,3
"488","GA","Lowndes County",22576,19.5,6742,3
"489","GA","Lumpkin County",4735,15.1,1023,1
"490","GA","McDuffie County",4128,19.1,1579,2
"491","GA","McIntosh County",2142,18.7,559,3
"492","GA","Macon County",3093,31.6,865,8
"493","GA","Madison County",4176,13,1256,3
"494","GA","Marion County",1780,24.2,594,2
"495","GA","Meriwether County",3317,15.9,1198,1
"496","GA","Miller County",1180,21.1,409,9
"497","GA","Mitchell County",4698,23.8,1599,6
"498","GA","Monroe County",3408,11.7,978,3
"499","GA","Montgomery County",1663,20.7,511,9
"500","GA","Morgan County",2380,11.2,763,1
"501","GA","Murray County",5870,14.4,1872,3
"502","GA","Muscogee County",40634,20.7,12641,2
"503","GA","Newton County",14027,11.8,5383,1
"504","GA","Oconee County",3286,7.5,729,3
"505","GA","Oglethorpe County",2053,13.1,656,3
"506","GA","Paulding County",14053,7.7,4880,1
"507","GA","Peach County",4757,17.3,1494,3
"508","GA","Pickens County",3601,10.1,1069,1
"509","GA","Pierce County",3274,16.2,1073,8
"510","GA","Pike County",2248,11.2,578,1
"511","GA","Polk County",7571,17.3,2499,4
"512","GA","Pulaski County",2017,23,570,8
"513","GA","Putnam County",3582,15.6,1116,8
"514","GA","Quitman County",539,23.7,172,8
"515","GA","Rabun County",2242,13,606,9
"516","GA","Randolph County",1581,26.7,503,8
"517","GA","Richmond County",43227,22.2,14608,2
"518","GA","Rockdale County",12310,13,4156,1
"519","GA","Schley County",693,15.3,222,8
"520","GA","Screven County",3133,22.5,949,8
"521","GA","Seminole County",1998,22.3,593,8
"522","GA","Spalding County",11253,16.3,4449,1
"523","GA","Stephens County",4110,15.6,1290,7
"524","GA","Stewart County",1265,32.5,223,2
"525","GA","Sumter County",7187,26.3,2868,6
"526","GA","Talbot County",1558,27.3,414,2
"527","GA","Taliaferro County",389,24.5,116,8
"528","GA","Tattnall County",5177,25.7,1513,8
"529","GA","Taylor County",2025,26.6,569,8
"530","GA","Telfair County",2793,30.1,796,9
"531","GA","Terrell County",2361,28.1,761,3
"532","GA","Thomas County",8318,18.4,2617,4
"533","GA","Tift County",7785,19.2,2755,5
"534","GA","Toombs County",6092,22.8,2349,7
"535","GA","Towns County",1446,11.6,313,9
"536","GA","Treutlen County",1423,24,459,9
"537","GA","Troup County",12539,18.1,4724,4
"538","GA","Turner County",2085,23.9,820,9
"539","GA","Twiggs County",1614,21.3,441,3
"540","GA","Union County",2846,10.7,749,8
"541","GA","Upson County",4868,17.5,1672,6
"542","GA","Walker County",10248,15.1,2904,2
"543","GA","Walton County",10622,10.1,3440,1
"544","GA","Ware County",6757,19.9,2613,5
"545","GA","Warren County",1222,24.2,406,8
"546","GA","Washington County",3878,21.6,1226,7
"547","GA","Wayne County",5785,19.7,2033,6
"548","GA","Webster County",484,20.7,138,8
"549","GA","Wheeler County",1804,36.3,414,9
"550","GA","White County",3067,10.8,838,8
"551","GA","Whitfield County",15961,15.5,5552,3
"552","GA","Wilcox County",1903,28.4,542,9
"553","GA","Wilkes County",1668,17.8,618,8
"554","GA","Wilkinson County",1768,20.6,627,8
"555","GA","Worth County",4302,21.4,1363,3
"556","HI","Hawaii County",33847,16.5,8534,5
"557","HI","Honolulu County",87196,9.1,19568,1
"558","HI","Kauai County",6851,9.4,1806,5
"559","HI","Maui County",15300,9.4,3790,3
"560","ID","Ada County",40703,8,8343,2
"561","ID","Adams County",592,12.2,163,9
"562","ID","Bannock County",10518,11.9,2709,3
"563","ID","Bear Lake County",674,10.1,209,9
"564","ID","Benewah County",1341,13,395,8
"565","ID","Bingham County",5509,11.1,1925,6
"566","ID","Blaine County",1712,6.9,343,7
"567","ID","Boise County",861,10.1,203,2
"568","ID","Bonner County",5482,10.5,1453,6
"569","ID","Bonneville County",13286,10.2,4552,3
"570","ID","Boundary County",1552,11.5,526,9
"571","ID","Butte County",402,14.6,134,3
"572","ID","Camas County",101,8.2,29,9
"573","ID","Canyon County",25683,10.1,8120,2
"574","ID","Caribou County",692,9.7,236,8
"575","ID","Cassia County",2918,11.5,1038,6
"576","ID","Clark County",122,15.3,45,8
"577","ID","Clearwater County",1227,14.5,258,8
"578","ID","Custer County",654,14.6,136,8
"579","ID","Elmore County",3379,11.8,1043,6
"580","ID","Franklin County",1084,7.1,429,3
"581","ID","Fremont County",1522,11.2,491,8
"582","ID","Gem County",2262,10.9,589,2
"583","ID","Gooding County",2038,12.8,699,8
"584","ID","Idaho County",2382,13.7,600,8
